id,modules_composition
XP005168953.1_7955_374,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B215|B157|B225|B212|B257|B242|B223|B62|B227
G401_397_400,B41|B287|B70|B85|B283|B301|B50|B300|B112|B294|B275|B306|B58|B69|B369|B82|B113|B293|B88|B5|B284|B78|B12|B21|B274|B313|B39|B62|B94|B75|B77
NP001107911.1_7955_402,B41|B287|B70|B85|B301|B50|B112|B294|B306|B58|B69|B369|B82|B113|B293|B88|B284|B78|B12|B21|B313|B62|B94|B75|B77
G406_404_405,B41|B70|B357|B85|B50|B360|B354|B112|B355|B9|B58|B356|B69|B56|B36|B82|B113|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77
G419_409_418,B41|B70|B85|B124|B43|B50|B112|B9|B58|B69|B56|B36|B35|B82|B113|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77|B92
G98_96_97,B561|B1796|B904|B499|B657|B687|B608|B50|B477|B1720|B882|B710|B510|B884|B563|B1283|B442|B519|B560|B1766|B522|B527|B605|B491|B1282|B467|B1279|B647|B444|B606|B645|B2018|B557|B509|B12|B658|B480|B479|B456|B476|B431|B686|B436|B630|B762|B433|B919
G137_123_136,B561|B2247|B499|B657|B687|B608|B50|B477|B2235|B1992|B882|B594|B2239|B710|B2469|B884|B563|B442|B519|B560|B522|B527|B605|B1282|B467|B1279|B647|B444|B606|B1865|B497|B1845|B557|B509|B658|B2387|B480|B479|B476|B2175|B583|B686|B585|B436|B630|B692|B433|B547|B919
G163_161_162,B561|B1796|B904|B499|B657|B687|B1333|B50|B477|B894|B1720|B882|B1810|B893|B710|B510|B1271|B884|B563|B1765|B442|B1312|B519|B560|B1766|B522|B527|B605|B491|B1282|B467|B1279|B647|B444|B606|B645|B1845|B557|B509|B12|B658|B480|B21|B479|B456|B476|B1859|B583|B431|B1860|B1808|B686|B585|B436|B630|B692|B762|B433|B547|B919
NP572247.2_7227_164,B561|B499|B657|B50|B477|B510|B563|B519|B560|B522|B527|B467|B444|B557|B509|B12|B480|B21|B479|B456|B476|B431|B436|B630|B433|B547|B1967
G177_175_176,B561|B1044|B499|B1092|B657|B1035|B687|B1090|B608|B50|B1007|B477|B1027|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B442|B519|B560|B522|B527|B1036|B605|B491|B1033|B1082|B467|B1031|B1063|B647|B1067|B444|B606|B645|B497|B1030|B557|B509|B1106|B12|B658|B21|B479|B456|B1751|B476|B1174|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547|B1967|B919
G186_184_185,B561|B1044|B904|B499|B657|B1035|B687|B1090|B50|B1007|B477|B1027|B882|B594|B1115|B592|B710|B1068|B1725|B510|B884|B563|B1283|B442|B519|B560|B636|B522|B527|B1966|B1036|B491|B1282|B1033|B467|B1031|B1063|B1279|B1067|B444|B497|B1030|B1845|B557|B509|B1106|B12|B658|B21|B1005|B479|B456|B476|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1045|B433|B547
G197_195_196,B561|B1512|B1226|B1940|B499|B657|B687|B50|B1784|B882|B1781|B1242|B710|B1208|B510|B884|B563|B1908|B1786|B1239|B1789|B442|B519|B560|B522|B1233|B527|B491|B1237|B1216|B467|B1212|B647|B1236|B444|B1787|B1523|B645|B557|B1539|B509|B12|B658|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
XP004912721.1_8364_198,B561|B1226|B1940|B499|B657|B687|B50|B1781|B1242|B710|B1208|B510|B563|B1786|B1514|B1789|B442|B519|B560|B522|B1233|B527|B491|B1216|B467|B1212|B444|B1787|B1523|B557|B1539|B509|B12|B658|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
G206_204_205,B1931|B561|B1512|B1527|B1226|B1940|B1504|B499|B657|B1525|B1933|B687|B1502|B1519|B50|B882|B1242|B1937|B710|B1208|B1725|B1938|B510|B884|B1506|B563|B1532|B1514|B1239|B442|B519|B560|B2027|B522|B1233|B527|B491|B1505|B1932|B1216|B1935|B467|B1533|B647|B444|B1523|B1509|B645|B1500|B1501|B557|B1539|B509|B1538|B12|B658|B1508|B456|B583|B431|B1224|B1220|B686|B1215|B1524|B585|B1228|B1528|B1513|B630|B1503|B1529|B1515
XP413968.4_9031_207,B561|B1512|B1527|B1226|B499|B657|B1525|B687|B1502|B1519|B50|B1242|B1208|B510|B563|B1532|B1514|B1239|B442|B519|B560|B522|B1233|B527|B491|B1216|B467|B1533|B647|B444|B1523|B1509|B645|B1501|B557|B1539|B509|B1538|B12|B658|B1508|B456|B583|B431|B1224|B1220|B686|B1215|B1524|B585|B1228|B1528|B1513|B630|B1503|B1529
G235_225_234,B1732|B657|B2173|B1188|B2168|B2153|B594|B592|B710|B1068|B510|B563|B2174|B527|B2165|B2203|B647|B2139|B645|B557|B509|B658|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
XP018667344.1_7719_236,B657|B608|B882|B1068|B884|B605|B606|B509|B658|B692
G248_246_247,B2310|B561|B2378|B657|B2323|B2377|B1384|B1738|B882|B2299|B1068|B510|B884|B563|B2385|B1765|B2314|B519|B1863|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2301|B2298|B522|B527|B2320|B2379|B647|B2380|B645|B2324|B509|B658|B1859|B2175|B583|B1995|B1860|B1820|B585|B2295|B2297|B630|B2381|B2318|B1176|B2322|B919
XP021332354.1_7955_249,B561|B2323|B1384|B1738|B882|B1068|B510|B884|B563|B1765|B2314|B519|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2298|B522|B527|B2320|B2324|B509|B1859|B2175|B583|B1995|B1860|B585|B2295|B2297|B630|B2318|B1176|B2322
G264_262_263,B561|B1796|B1289|B2334|B2055|B1732|B2447|B904|B657|B2092|B687|B2048|B608|B2049|B894|B2045|B2330|B1156|B2056|B2119|B882|B893|B2338|B2343|B510|B2444|B884|B2332|B563|B2445|B1283|B2449|B1765|B1312|B2442|B519|B1863|B2063|B2047|B2317|B2335|B2052|B560|B1766|B2058|B2337|B522|B527|B605|B1282|B2396|B2061|B1848|B1279|B647|B2331|B606|B1315|B645|B2450|B1845|B2054|B557|B509|B658|B2093|B2448|B1728|B2328|B1859|B1860|B1288|B686|B1731|B2446|B1697|B2023|B2067|B630|B2068|B2339|B2118|B919
G273_271_272,B561|B2408|B2406|B2334|B2055|B2115|B1732|B2340|B904|B657|B2092|B687|B2048|B608|B2049|B894|B2330|B1156|B2056|B2119|B882|B2338|B710|B2343|B510|B884|B2332|B563|B2404|B987|B1312|B2442|B519|B1863|B2063|B2402|B2047|B2335|B2052|B560|B2058|B2117|B2337|B522|B527|B605|B2061|B647|B2400|B2331|B606|B1315|B645|B557|B509|B658|B2100|B2093|B1728|B2328|B2414|B2336|B686|B2341|B1731|B2412|B2111|B2067|B2410|B630|B2068|B2339|B2118|B919
G285_283_284,B561|B2390|B2376|B594|B592|B510|B563|B2472|B2375|B519|B560|B2471|B522|B527|B2468|B2467|B557|B509|B583|B2276|B585|B2289|B781|B547
G288_286_287,B561|B2390|B2376|B594|B592|B510|B563|B2389|B2472|B2375|B1852|B519|B560|B2471|B522|B527|B2468|B2467|B557|B509|B583|B585|B2289|B781|B547
NP001001322.1_10090_295,B561|B1191|B1180|B1160|B1151|B499|B1147|B1186|B1188|B1167|B50|B1152|B1200|B1156|B1168|B1126|B1206|B882|B1130|B1148|B1170|B1139|B510|B1159|B884|B563|B1177|B1171|B1190|B1205|B519|B1149|B560|B1195|B522|B527|B1204|B491|B1133|B1198|B1181|B1197|B444|B1199|B509|B456|B1125|B1174|B1127|B1145|B1155|B630|B1194|B1123|B1176|B1137|B1172
NP620594.1_9606_296,B561|B1191|B1180|B1160|B1151|B499|B1147|B1186|B1188|B1167|B50|B1152|B1200|B477|B1156|B1168|B1126|B1206|B882|B1130|B1148|B1139|B510|B1159|B884|B563|B1177|B1171|B1770|B1768|B1190|B1205|B519|B1149|B560|B1195|B522|B527|B1204|B491|B1133|B1978|B1198|B1181|B1197|B444|B1199|B509|B456|B1125|B476|B1899|B1174|B2024|B1127|B1145|B1155|B1900|B1897|B630|B1194|B1123|B1176|B1137|B1172
G313_311_312,B561|B1404|B1425|B1913|B1485|B1340|B1378|B1350|B1391|B1377|B499|B1338|B657|B1360|B1384|B50|B1365|B1380|B882|B1407|B1415|B1351|B1914|B1399|B1068|B1915|B510|B884|B1486|B1341|B1394|B1362|B1352|B1413|B1916|B1359|B1312|B519|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B645|B1424|B1383|B509|B658|B21|B456|B1374|B1483|B431|B1368|B1390|B1354|B630|B1409|B433|B1344
XP040555677.1_9031_314,B561|B1404|B1378|B1350|B1391|B1377|B499|B1360|B1384|B50|B1380|B1804|B882|B1407|B1415|B1399|B1068|B510|B884|B563|B1341|B1394|B1362|B1413|B1359|B1312|B519|B560|B1381|B522|B527|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B1424|B1383|B509|B21|B456|B1374|B1483|B431|B1368|B1390|B1354|B630|B1409|B433|B1344
G322_320_321,B561|B1404|B1378|B1350|B1641|B1377|B1644|B499|B1621|B1360|B1384|B50|B1380|B1492|B882|B1638|B1407|B1415|B1640|B1399|B1068|B510|B884|B563|B1626|B1394|B1623|B1359|B1618|B1312|B519|B1636|B1631|B560|B1381|B522|B1627|B527|B1373|B491|B1620|B1379|B1371|B1629|B1349|B467|B444|B1406|B1403|B1632|B1383|B509|B21|B456|B1374|B1643|B1483|B431|B1390|B630|B1637|B1409|B433
NP783574.1_10090_323,B561|B1404|B1378|B1350|B1641|B1377|B1644|B499|B1621|B1360|B1384|B50|B1380|B1492|B882|B1638|B1407|B1415|B1640|B1399|B1068|B510|B884|B563|B1626|B1394|B1623|B1359|B1618|B1312|B519|B1636|B1631|B560|B1381|B522|B1627|B527|B1373|B491|B1620|B1379|B1371|B1629|B1349|B467|B444|B1406|B1403|B1632|B1383|B509|B21|B456|B1374|B1643|B1483|B431|B1390|B630|B1637|B1409|B433
G332_330_331,B561|B1404|B1340|B1378|B1350|B1391|B1377|B499|B1925|B1360|B1384|B50|B1499|B1380|B1492|B882|B1407|B1415|B1399|B1068|B1480|B510|B884|B563|B1341|B1394|B1362|B1359|B1493|B1928|B1312|B519|B1474|B1926|B560|B1381|B1929|B522|B527|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B1383|B509|B21|B456|B1374|B1930|B1483|B1390|B1481|B1498|B1472|B630|B1637|B1409|B433
NP001074596.1_10090_333,B561|B1485|B1340|B1378|B1350|B1391|B1377|B499|B657|B1360|B1384|B50|B1499|B1380|B1492|B1415|B1399|B1068|B1480|B510|B1486|B563|B1341|B1394|B1497|B1362|B1359|B1493|B519|B1474|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1496|B1393|B444|B1403|B645|B1383|B509|B658|B21|B456|B1374|B1483|B431|B1390|B1481|B1498|B1472|B630|B433
G351_349_350,B146|B152|B194|B165|B197|B204|B327|B50|B187|B144|B132|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B148|B205|B62|B143|B75|B193|B180|B170
XP031757449.1_8364_352,B146|B152|B194|B165|B197|B204|B327|B50|B187|B144|B132|B189|B174|B155|B178|B186|B171|B172|B207|B190|B181|B164|B195|B137|B157|B196|B198|B148|B205|B62|B143|B75|B193|B180|B170
XP005158775.1_7955_354,B146|B152|B194|B165|B50|B144|B132|B189|B174|B155|B178|B186|B171|B172|B190|B138|B181|B164|B195|B137|B157|B196|B148|B62|B143|B75|B193|B180|B170
XP021324312.1_7955_355,B146|B152|B194|B165|B197|B50|B187|B144|B132|B189|B174|B155|B178|B186|B171|B172|B190|B138|B181|B164|B195|B137|B157|B196|B148|B205|B62|B143|B75|B193|B180|B170
G368_366_367,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B216|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
NP989592.2_9031_369,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
G397_395_396,B41|B287|B70|B272|B85|B283|B301|B50|B300|B112|B294|B282|B321|B275|B306|B58|B69|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B21|B274|B313|B39|B278|B62|B94|B285|B75|B77|B291
G400_398_399,B41|B287|B337|B70|B85|B283|B301|B300|B112|B294|B275|B306|B58|B69|B369|B82|B113|B293|B88|B5|B334|B284|B78|B12|B21|B274|B313|B39|B62|B94|B75|B77
XP005172418.1_7955_404,B41|B70|B357|B85|B50|B360|B354|B112|B355|B9|B58|B356|B69|B56|B36|B82|B113|B90|B88|B78|B12|B21|B44|B39|B62|B94|B75|B77
XP012819411.2_8364_405,B41|B70|B357|B85|B50|B360|B354|B112|B355|B9|B58|B356|B69|B56|B36|B82|B113|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77
G409_407_408,B41|B70|B85|B124|B43|B50|B112|B9|B363|B58|B69|B56|B36|B35|B82|B113|B90|B88|B5|B78|B6|B12|B21|B44|B39|B62|B94|B75|B77|B92
G418_410_417,B41|B70|B85|B124|B43|B50|B123|B112|B9|B116|B58|B69|B56|B36|B35|B82|B113|B90|B88|B5|B78|B6|B122|B12|B21|B44|B39|B125|B62|B94|B75|B77|B92
G96_68_95,B561|B1796|B904|B499|B657|B687|B608|B50|B477|B1720|B882|B710|B773|B510|B884|B563|B1283|B442|B519|B560|B1766|B522|B527|B605|B491|B1282|B467|B1279|B647|B444|B606|B645|B2018|B557|B509|B12|B658|B480|B479|B456|B476|B431|B686|B436|B630|B762|B433|B781|B919
NP996218.1_7227_97,B561|B499|B657|B50|B477|B510|B563|B519|B560|B522|B527|B491|B2018|B557|B509|B12|B658|B476|B431|B630|B433
G123_121_122,B561|B499|B657|B687|B608|B50|B477|B882|B594|B592|B710|B510|B884|B563|B1283|B495|B442|B519|B560|B522|B527|B605|B491|B1282|B569|B467|B1279|B647|B444|B606|B1865|B497|B668|B1845|B557|B509|B658|B480|B21|B479|B456|B476|B583|B431|B686|B585|B436|B630|B692|B433|B547|B919
G136_134_135,B561|B1955|B2247|B657|B2258|B687|B2235|B1992|B882|B594|B2239|B710|B2469|B510|B884|B563|B519|B2259|B560|B522|B527|B1865|B557|B509|B658|B2246|B2387|B2175|B583|B686|B585|B781|B547
G161_149_160,B561|B1796|B1289|B1456|B1331|B499|B657|B1272|B687|B1333|B50|B1460|B477|B1993|B1720|B882|B1810|B594|B592|B710|B510|B1271|B1305|B884|B563|B1429|B1283|B1765|B1332|B442|B1312|B911|B519|B1269|B560|B1317|B1766|B1306|B522|B527|B605|B491|B1282|B1811|B467|B1279|B647|B444|B606|B1315|B645|B1307|B509|B658|B480|B21|B479|B456|B476|B583|B1995|B431|B1288|B1808|B686|B1328|B1316|B585|B1247|B436|B630|B692|B762|B433|B910|B547|B919
XP002121766.2_7719_162,B561|B904|B499|B687|B1333|B50|B477|B894|B882|B1810|B893|B510|B1271|B884|B563|B442|B519|B560|B522|B527|B491|B1282|B467|B1279|B444|B1845|B557|B509|B12|B480|B21|B479|B456|B476|B1859|B583|B431|B1860|B1808|B686|B585|B436|B630|B762|B433|B547
G175_173_174,B561|B1044|B499|B1092|B657|B1035|B687|B1752|B1090|B608|B50|B1007|B477|B1027|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B1074|B442|B519|B560|B522|B527|B1036|B605|B491|B1033|B1075|B1082|B467|B1031|B1063|B647|B1067|B444|B606|B645|B497|B1746|B1030|B557|B509|B1106|B12|B658|B21|B479|B456|B1751|B476|B1174|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B692|B1112|B1045|B433|B547|B919
XP009301678.1_7955_176,B561|B1044|B499|B1092|B1035|B687|B1090|B50|B1007|B477|B1027|B882|B594|B1085|B1115|B592|B710|B1068|B510|B884|B563|B442|B519|B560|B522|B527|B1036|B491|B1033|B1082|B467|B1031|B1063|B1067|B444|B497|B1030|B557|B509|B1106|B12|B21|B479|B456|B1751|B476|B1174|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1112|B1045|B433|B547|B1967
G184_182_183,B561|B1013|B1044|B499|B657|B1035|B687|B1090|B50|B1007|B477|B1027|B882|B594|B592|B710|B1068|B1725|B510|B884|B563|B1283|B442|B519|B560|B636|B522|B527|B1966|B1036|B491|B1282|B1033|B467|B1031|B1063|B1279|B1067|B444|B497|B1030|B1845|B557|B509|B1106|B12|B658|B21|B1005|B479|B456|B476|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1045|B433|B547
XP001922446.3_7955_185,B561|B1044|B904|B499|B1035|B687|B50|B1007|B477|B1027|B882|B594|B1115|B592|B1068|B510|B884|B563|B442|B519|B560|B522|B527|B1966|B1036|B491|B1033|B467|B1031|B1063|B1067|B444|B497|B1030|B557|B509|B1106|B12|B21|B1005|B479|B456|B476|B583|B431|B1043|B686|B585|B1062|B1022|B436|B630|B1045|B433|B547
G195_193_194,B561|B1512|B1226|B1940|B499|B657|B687|B50|B1784|B882|B1781|B1242|B710|B1208|B510|B884|B563|B1908|B1786|B1239|B1789|B442|B519|B560|B522|B1233|B527|B491|B1237|B1216|B467|B1212|B647|B1236|B444|B1787|B1523|B645|B557|B1539|B509|B658|B456|B1909|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
XP015147746.2_9031_196,B561|B1512|B1226|B499|B657|B687|B50|B1784|B882|B1781|B1242|B1208|B510|B884|B563|B1786|B1239|B1789|B442|B519|B560|B522|B1233|B527|B491|B1237|B1216|B467|B1212|B1236|B444|B1787|B1523|B557|B509|B12|B658|B456|B583|B431|B1224|B1220|B686|B1215|B585|B1228|B1513|B630
G204_202_203,B1931|B561|B1512|B1527|B1226|B1940|B1504|B499|B657|B1525|B1933|B1502|B1519|B50|B882|B1242|B1937|B710|B1208|B1725|B1938|B510|B884|B1506|B563|B1532|B1514|B1239|B442|B519|B560|B2027|B522|B527|B491|B1505|B1932|B1216|B1935|B467|B1533|B647|B444|B1523|B1509|B645|B1500|B1501|B557|B1539|B509|B1538|B12|B1508|B456|B583|B1224|B1220|B1215|B1524|B585|B1228|B1528|B1513|B630|B1503|B1529|B1515
NP001193043.1_9913_205,B1931|B561|B1512|B1527|B1226|B1940|B1504|B499|B657|B1525|B1933|B687|B1502|B1519|B50|B1242|B1937|B710|B1208|B1725|B1938|B510|B1506|B563|B1532|B1514|B442|B519|B560|B522|B1233|B527|B491|B1505|B1932|B1216|B1935|B467|B1533|B444|B1523|B1509|B1500|B1501|B557|B509|B12|B658|B1508|B456|B583|B431|B1224|B1220|B686|B1215|B1524|B585|B1228|B1528|B1513|B1503|B1529|B1515
G225_221_224,B561|B1732|B657|B2173|B1188|B2168|B2153|B882|B594|B592|B710|B1068|B510|B884|B563|B1312|B2174|B560|B522|B527|B2165|B2203|B2151|B647|B2139|B645|B557|B658|B2210|B2175|B583|B2147|B2199|B2200|B585|B630|B2201|B2172|B547
G234_232_233,B561|B1732|B657|B2173|B2029|B1188|B2168|B2153|B594|B592|B710|B1068|B510|B563|B519|B2174|B560|B522|B527|B2165|B2203|B647|B2139|B645|B557|B509|B658|B2210|B2175|B583|B2147|B2185|B2199|B2200|B585|B630|B2201|B2172|B547
G246_244_245,B2310|B561|B2378|B657|B2323|B2377|B1384|B2382|B1738|B882|B2299|B2383|B1068|B510|B884|B563|B2385|B1765|B993|B2314|B519|B1863|B2316|B2317|B2294|B560|B1766|B2296|B2321|B2301|B2298|B522|B527|B2320|B2379|B647|B2380|B645|B2324|B509|B658|B2311|B1859|B2175|B583|B1995|B1860|B2307|B1820|B585|B2295|B2297|B630|B2381|B2318|B1176|B2322|B919
XP031747432.1_8364_247,B2310|B561|B2378|B657|B2377|B1384|B1738|B882|B2299|B1068|B510|B884|B563|B2385|B1765|B2314|B519|B2316|B2317|B2294|B560|B1766|B2296|B2301|B2298|B522|B527|B2320|B2379|B2380|B2324|B509|B658|B2175|B583|B1820|B585|B2295|B2297|B630|B2381|B2318|B1176
G262_260_261,B561|B1796|B1289|B2334|B2055|B1732|B2447|B657|B2092|B687|B2048|B608|B2049|B894|B2045|B2330|B1156|B2060|B2056|B2119|B882|B2338|B2343|B510|B2444|B884|B2332|B563|B2445|B1283|B2449|B1765|B1312|B519|B1863|B2063|B2047|B2335|B2052|B560|B1766|B2058|B2337|B522|B527|B605|B1282|B2396|B2061|B2064|B1848|B1279|B647|B2331|B606|B1315|B645|B2450|B1845|B2054|B557|B509|B658|B2093|B2448|B1728|B1859|B1860|B1288|B686|B1731|B2446|B1697|B2023|B2067|B630|B2068|B2059|B2339|B2118|B919|B2069
XP003198947.4_7955_263,B561|B2334|B2055|B2447|B904|B657|B2092|B2048|B2049|B894|B2045|B1156|B2056|B2119|B882|B893|B2338|B510|B2444|B884|B2332|B563|B2445|B2449|B1765|B1312|B2442|B519|B2047|B2317|B560|B1766|B522|B527|B2396|B1315|B2450|B2054|B557|B509|B658|B2093|B2448|B2328|B1859|B1860|B2446|B630|B2118
G271_269_270,B561|B2408|B2105|B2406|B2114|B2334|B2055|B2098|B2115|B1732|B2340|B657|B2107|B2092|B687|B2048|B608|B2049|B2113|B894|B2110|B2330|B1156|B2056|B2119|B882|B2106|B2338|B710|B2109|B2343|B510|B2112|B884|B2332|B563|B2404|B987|B1312|B519|B1863|B2063|B2402|B2047|B2335|B2052|B560|B2058|B2117|B2337|B522|B527|B2104|B605|B2108|B2061|B647|B2400|B2331|B606|B1315|B645|B557|B509|B658|B2100|B2093|B1728|B2328|B2414|B2336|B686|B2341|B1731|B2412|B2111|B2067|B2410|B630|B2344|B2068|B2339|B2118|B919
XP012808484.1_8364_272,B561|B2408|B2406|B2334|B2055|B2115|B2340|B904|B657|B2092|B2048|B2049|B2330|B1156|B2056|B2119|B882|B2338|B710|B510|B884|B2332|B563|B2404|B987|B2442|B519|B2402|B2047|B2335|B2052|B560|B2117|B2337|B522|B527|B647|B2400|B645|B557|B509|B658|B2100|B2093|B2328|B2414|B2336|B2341|B2412|B2410|B630|B2339|B2118
G283_281_282,B561|B2376|B594|B592|B510|B563|B2375|B519|B560|B522|B527|B2286|B557|B509|B583|B2276|B585|B2289|B781|B547
XP031760531.1_8364_284,B561|B2390|B2376|B594|B592|B510|B2472|B2375|B519|B560|B2471|B522|B527|B2468|B2467|B557|B509|B583|B2276|B585|B2289|B781|B547
XP005166548.1_7955_286,B561|B2390|B2376|B594|B592|B510|B563|B2389|B2375|B1852|B519|B560|B522|B527|B2468|B2467|B557|B509|B583|B585|B2289|B781|B547
XP002932288.1_8364_287,B561|B2390|B2376|B594|B592|B510|B563|B2472|B2375|B519|B560|B2471|B522|B527|B2468|B2467|B557|B509|B583|B585|B2289|B781|B547
G311_309_310,B561|B1404|B1425|B1913|B1485|B1340|B1378|B1350|B1391|B1377|B499|B1338|B657|B1360|B1384|B50|B1365|B1380|B882|B1407|B1415|B1351|B1914|B1399|B1068|B1915|B510|B884|B1486|B563|B1341|B1394|B1362|B1352|B1413|B1916|B1359|B1312|B519|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B645|B1424|B1383|B509|B658|B21|B456|B1374|B1483|B431|B1368|B1390|B1354|B630|B1409|B433|B1344
NP055058.2_9606_312,B561|B1425|B1913|B1485|B1340|B1378|B1350|B1391|B1377|B499|B1338|B657|B1360|B1384|B50|B1365|B1380|B1415|B1351|B1914|B1399|B1068|B1915|B510|B1486|B563|B1341|B1394|B1362|B1352|B1413|B1916|B1359|B519|B560|B1381|B522|B527|B1410|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1403|B645|B1424|B1383|B509|B658|B21|B456|B1374|B1483|B431|B1368|B1390|B1354|B630|B433|B1344
NP055059.2_9606_320,B561|B1404|B1378|B1350|B1641|B1377|B1644|B499|B1621|B1360|B1384|B50|B1380|B1492|B882|B1638|B1407|B1415|B1640|B1399|B1068|B510|B884|B563|B1626|B1394|B1623|B1359|B1618|B1312|B519|B1636|B1631|B560|B1381|B522|B1627|B527|B1373|B491|B1620|B1379|B1371|B1629|B1349|B467|B444|B1406|B1403|B1632|B1383|B509|B21|B456|B1374|B1643|B1483|B431|B1390|B630|B1637|B1409|B433
NP777056.1_9913_321,B561|B1404|B1378|B1350|B1641|B1377|B1644|B499|B1621|B1360|B1384|B50|B1380|B1492|B882|B1638|B1407|B1415|B1640|B1399|B1068|B510|B884|B563|B1626|B1394|B1623|B1359|B1618|B1312|B519|B1636|B1631|B560|B1381|B522|B1627|B527|B1373|B491|B1379|B1371|B1629|B1349|B467|B444|B1406|B1403|B1632|B1383|B509|B21|B456|B1374|B1643|B1483|B431|B1390|B630|B1637|B1409|B433
NP631894.2_9606_330,B561|B1404|B1340|B1378|B1350|B1391|B1377|B499|B1925|B1360|B1384|B50|B1380|B1492|B882|B1407|B1415|B1399|B1068|B1480|B510|B884|B563|B1341|B1394|B1362|B1359|B1493|B1928|B1312|B519|B1474|B1926|B560|B1381|B1929|B522|B527|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B1383|B509|B21|B456|B1374|B1930|B1483|B431|B1390|B1481|B1498|B1472|B630|B1637|B1409|B433
XP005226419.1_9913_331,B561|B1404|B1340|B1378|B1350|B1391|B1377|B499|B1925|B1360|B1384|B50|B1499|B1380|B1492|B882|B1407|B1415|B1399|B1068|B1480|B510|B884|B563|B1341|B1394|B1362|B1359|B1493|B1928|B1312|B519|B1474|B1926|B560|B1381|B1929|B522|B527|B1373|B491|B1379|B1371|B1349|B467|B1393|B444|B1406|B1403|B1383|B509|B21|B456|B1374|B1930|B1483|B431|B1390|B1481|B1498|B1472|B630|B1637|B1409|B433
G349_347_348,B146|B152|B194|B165|B197|B204|B50|B187|B144|B132|B130|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B140|B148|B128|B205|B62|B143|B75|B193|B180|B170
NP001008682.1_9031_350,B146|B152|B194|B165|B197|B204|B327|B50|B187|B144|B132|B189|B174|B155|B178|B186|B171|B172|B207|B190|B138|B181|B164|B195|B137|B157|B196|B199|B198|B139|B148|B205|B62|B143|B75|B193|B180|B170
G366_364_365,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B216|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
NP776921.1_9913_367,B218|B245|B259|B217|B214|B50|B222|B213|B250|B229|B231|B144|B265|B178|B211|B255|B220|B232|B210|B264|B261|B249|B253|B254|B263|B233|B252|B216|B215|B157|B225|B212|B257|B242|B223|B62|B209|B227|B208
G395_393_394,B41|B287|B70|B272|B85|B283|B301|B50|B300|B112|B294|B282|B321|B275|B322|B306|B58|B276|B69|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B21|B274|B313|B39|B278|B62|B94|B285|B75|B77|B291
NP001233130.1_8364_396,B41|B287|B70|B272|B85|B283|B301|B50|B300|B112|B294|B282|B321|B306|B58|B69|B270|B82|B113|B293|B88|B5|B284|B78|B304|B12|B21|B274|B313|B39|B278|B62|B94|B285|B75|B77|B291
